U850,V850,U200,V200
-5.699993,1.7000084,31.100002,0.3250084
-1.2499924,2.72501,38.125004,0.050006866
-2.0999908,2.3250084,31.025005,4.0000076
-0.99998856,2.1500092,26.125008,8.625008
-0.5499916,2.1500092,23.300007,10.050011
-0.37498856,1.5250092,18.27501,5.800007
2.10001,2.4500084,13.425007,0.8000107
0.7000122,1.025013,12.125008,0.9750099
1.3500061,1.8750076,14.925007,3.3250084
3.2500076,1.2000046,19.77501,2.6500092
-0.74998856,0.8500061,22.125008,9.925003
-6.64999,0.35000992,34.525005,10.500011
-5.774994,0.90000916,41.925007,12.500011
-5.64999,-0.5749893,38.325005,11.675011
-4.024994,-0.7499924,27.350006,13.025009
-6.449993,1.5000076,24.500011,17.60001
-5.849991,1.0250092,28.100006,23.225002
-6.3999863,-0.8999901,31.425007,16.450005
-7.824993,0.4500084,33.125008,10.800007
-7.52499,0.50001144,28.550007,10.875008
-5.824993,0.22500992,23.025013,10.22501
-7.77499,-1.474987,22.475006,16.80001
-4.02499,-0.5499916,20.250008,13.150009
-3.6999931,0.20000839,17.925007,11.375008
-7.224991,0.67500687,17.05001,20.52501
-4.374996,2.5500069,26.200005,10.675011
-4.64999,2.6750069,29.075005,6.175007
-6.5499916,0.42501068,30.02501,8.750008
-2.524994,3.4000092,29.67501,16.875011
-1.9749908,1.2500114,31.40001,17.050007
-4.849991,-0.7749901,34.725002,13.925011
-5.02499,0.050006866,37.950005,10.000008
-5.77499,0.90000916,40.775,2.600006
-5.1249924,0.47500992,36.150005,2.1250114
-8.574989,-3.099987,42.250004,1.1444092E-5
-7.8749886,-3.27499,46.275005,1.1444092E-5
-9.02499,-4.5749893,44.17501,-4.9999886
-8.324989,-3.1499863,43.625004,-9.424992
-7.64999,-0.6749916,46.57501,-3.4999924
-5.974987,0.7000084,44.525,9.675011
-2.0999908,1.2000084,41.700005,14.325008
-1.8249931,1.150013,44.300003,29.77501
1.3500099,1.2500114,51.875008,20.725006
2.175003,1.1000099,43.525005,14.275009
1.2500076,1.6500092,42.050007,14.175007
-1.1249924,-0.07499313,37.250004,12.500011
-2.4499931,1.5750084,39.350006,8.575012
2.0000076,1.6000137,46.800003,5.9000053
6.3750114,1.1250114,41.42501,-0.72499084
6.97501,-1.0499916,29.700005,2.2750092
3.72501,-1.3749924,29.700005,13.000011
2.47501,3.0000076,40.650005,21.300003
4.85001,0.4750061,46.650005,22.775005
3.7750092,0.9750099,41.450005,10.125008
5.0750084,2.225006,36.800007,10.400009
6.525009,0.050006866,35.525005,10.300011
5.3750076,-0.22499084,37.750004,4.7500114
6.1250114,-0.49998856,29.425003,5.6750107
7.400009,-1.0249901,26.65001,6.10001
5.325012,-1.9749908,23.47501,9.85001
3.775013,-1.6999893,23.55001,11.300007
1.9000053,1.9000092,24.425007,10.625011
-2.649994,1.8750076,35.375008,6.550007
-3.3499947,1.5500107,45.20001,6.100006
-0.74998856,6.650009,42.475006,16.350014
0.7000122,6.60001,43.10001,24.950008
0.050006866,6.0000114,47.375004,20.000011
1.8000107,3.0250092,44.775005,12.525009
-0.9999924,0.6000099,37.350006,14.025013
-5.149994,2.72501,32.750008,10.72501
-6.099987,2.0000076,31.625008,11.675011
-3.7249908,3.9000092,33.700005,11.200008
-0.37499237,5.775009,35.90001,14.97501
-6.074993,4.1250076,44.775005,32.675007
-6.4999924,3.5250092,51.77501,38.650005
-3.02499,1.900013,52.750008,26.400013
-1.5749893,3.6750069,47.550007,17.17501
2.0750084,2.8250122,44.950005,23.125008
4.0250053,1.7000122,48.350006,25.600006
2.6250076,1.0500069,48.250008,8.250008
-1.0499878,4.025009,38.975002,11.050007
1.4500122,3.9000092,32.125004,14.200008
-2.024994,0.92500687,37.750004,17.075008
0.25000763,3.7000046,36.725006,17.450012
2.6750107,2.8750114,37.050007,19.17501
5.0500107,1.6000099,37.525005,20.65001
4.3250084,1.4250107,32.425007,14.825008
6.275009,-0.39999008,28.950008,16.90001
5.875004,-1.6749916,27.675007,20.500011
0.3250084,1.3750114,28.575008,24.55001
0.27501297,5.650009,38.950005,25.425007
1.2000084,4.8000107,53.350006,9.450012
2.8500137,6.1750145,43.875008,5.325012
6.1250114,3.4500084,32.300007,9.425011
7.425007,2.22501,28.40001,12.350006
5.825012,2.0750046,29.050007,10.300007
7.1250076,2.3250122,26.825005,10.775009
7.1250076,1.6750069,24.675003,5.0000114
4.425007,1.9250069,24.67501,5.275009
3.3250084,3.4250069,29.475006,5.5000076
-4.299988,0.7250099,34.15001,7.275009
-6.174988,3.0250092,36.025005,7.100006
-0.07498932,3.6250114,36.775005,6.3000107
-4.349987,1.3750114,38.07501,9.800011
-6.0499916,3.4000092,44.050007,12.250008
-3.4249916,5.8250084,41.050003,11.450008
2.1750069,5.100006,41.425003,16.27501
4.975006,1.8000107,37.850006,11.450008
5.225006,-1.8749924,29.975002,9.60001
3.1250076,-0.6749878,29.700005,9.60001
3.47501,-0.6999855,28.625004,5.7500076
4.0000114,1.1444092E-5,28.450005,-0.99998856
1.9500084,2.7000084,35.90001,7.2750053
0.40000916,3.85001,36.65001,6.5000076
2.7000084,2.5750122,36.27501,6.47501
3.35001,1.1250114,39.625004,4.8750076
3.47501,-0.5249939,34.750008,6.0500107
3.7750053,1.1500092,28.000004,11.575008
4.5750046,0.8750076,25.55001,15.100014
3.7750092,-1.5249901,31.975002,11.85001
2.1750107,-0.44998932,32.925007,12.350006
3.8000107,0.8750076,32.975006,11.325008
3.8000107,1.0750084,27.575008,14.050007
3.0000114,0.80000687,25.750004,12.950012
2.2500114,0.7250061,20.150013,19.375004
3.0750046,1.8250084,20.85001,17.600006
3.650013,2.35001,18.075012,10.800011
-1.3249893,2.4500122,18.875008,11.625008
-0.97499084,5.97501,19.27501,12.825008
-4.9999886,4.60001,24.900005,10.900009
-5.2499924,2.8750076,26.175007,14.500011
-0.47499084,1.0000076,30.525005,7.97501
-0.8749924,-0.4249916,29.400005,0.27500916
-2.2999916,2.7500114,25.475006,-1.7749939
1.8000069,2.850006,31.050007,-0.17499161
5.775009,0.52500916,35.550003,-5.4999924
6.0000114,-1.1249924,29.875008,-10.27499
4.1000137,-1.1749878,25.77501,-4.64999
1.2750092,0.3250084,26.775005,2.9500122
2.3500137,2.2000084,32.950005,7.6250076
-3.2499924,1.8250046,33.375008,4.72501
1.1250076,3.8250084,36.000008,3.4000053
1.0250092,3.3000107,28.77501,2.8250084
1.8000069,3.8750114,28.275005,6.2500114
2.6250114,4.60001,24.500008,7.400009
-0.59999084,4.950012,24.40001,11.900009
1.3500099,5.775009,28.025005,15.200008
5.0000076,2.22501,33.90001,10.575008
6.5000114,1.3750114,37.300007,12.700008
0.9500046,-0.27499008,40.925007,8.050011
-7.3749886,0.30000687,38.375008,7.1500053
-3.774994,3.5750084,32.475006,4.6500053
2.0750122,4.7000084,25.125011,4.4500084
3.6750107,2.5750084,15.775009,7.6250076
4.6750107,1.2750092,18.525013,9.950008
2.6750107,0.42501068,22.000008,9.72501
1.4500122,2.4250107,24.500008,9.450012
4.3750114,3.4250107,23.875011,10.950008
4.4250107,1.2750092,19.77501,10.925011
6.3000107,0.47500992,21.950008,11.925011
5.2500076,-0.049991608,25.15001,13.550011
2.3000107,0.8000107,24.85001,10.375011
2.5750084,3.2000122,23.125008,9.800007
4.550007,1.8750114,19.800007,3.350006
6.175007,0.37501144,19.600006,8.100006
4.10001,0.30001068,15.550011,8.175011
4.10001,-1.7749901,14.900009,9.900009
-1.8749924,-2.52499,15.975014,10.400009
-2.8499908,2.0000076,16.775013,9.900013
-1.3249931,2.9500084,18.97501,5.47501
-0.49999237,3.1250114,17.000011,5.0000114
1.2500076,3.0750084,15.375011,2.6250114
3.8000107,1.0750122,15.22501,2.60001
5.8750076,-1.4499893,13.575008,-0.5499916
-0.12499237,-4.0749893,15.550011,3.7750092
-3.9249878,-1.2499924,20.90001,2.1500092
-1.9499931,-0.39999008,27.475006,1.3000107
-5.4249916,-1.4749908,32.750004,3.2000084
-3.02499,1.2000084,21.15001,0.4750061
-0.84999084,2.1750069,10.875011,-2.3999863
0.3250122,3.400013,8.950008,-4.77499
-1.5499916,0.90000916,5.5250053,-5.0249863
-2.8249893,0.12501144,7.2500076,-1.9749908
-3.6749954,-2.6749916,9.325008,7.6293945E-6
-7.3749924,-3.399994,14.425007,-1.9999924
-7.5999947,-2.0999947,17.97501,-4.7749863
-3.5999908,0.50001144,13.175007,-3.89999
-0.37499237,1.8750076,9.925011,-7.02499
3.100006,2.1500092,11.075008,-7.224991
4.200012,4.300007,6.1750107,-8.299988
7.0000076,3.1250076,7.2500076,-5.274994
7.125004,-0.5749893,-0.39999008,-7.324993
1.2000084,-2.1749878,-5.5749893,1.2250099
1.1500092,2.4250069,-0.37498856,6.425007
3.0000076,2.8250084,1.6000061,5.3250084
2.4250107,3.4250107,3.3500137,1.025013
3.2000084,3.7000084,2.0750122,-2.6249886
0.8500099,1.8000107,4.175007,-3.5749893
-3.7999916,4.10001,-0.6999855,-7.7499886
-4.2999916,6.10001,-6.899994,-5.8749886
-0.24999237,5.3750076,-12.474991,-6.1249924
2.9250145,3.5750046,-10.074993,-6.3749924
3.7500076,0.5500107,-10.874992,-3.3749886
4.6500053,0.4500084,-10.324989,-2.6999893
3.3000107,0.65000916,-10.749992,-2.39999
5.150009,1.4500084,-9.599991,-4.0499916
6.925007,1.1500053,-9.249989,-2.7249908
4.35001,1.275013,-4.424988,-3.4749908
0.050006866,1.2000084,-2.39999,-5.4499893
-0.82499313,1.4250107,-2.52499,-6.849991
-0.4249916,1.7250099,-4.5499916,-7.4749947
0.2000122,0.5500145,2.6750107,-7.1249886
-2.0499878,0.050006866,9.625008,-3.274994
-4.174988,0.80000687,6.9500084,-4.4999924
-1.474987,1.2250099,6.7000084,-4.349991
0.7000084,3.3250084,5.550007,-8.874989
2.7000084,2.2000122,2.150013,-7.099991
4.725006,2.7500076,-3.8999863,-10.749989
6.8000145,1.4000053,-3.8249931,-8.599991
7.375004,0.6000099,-6.4499893,-5.52499
6.3750076,1.6000061,-9.449989,-3.349987
5.1750107,2.1500092,-8.399994,-5.4749947
3.1250076,2.7500076,-12.574993,-5.4999924
0.17501068,2.47501,-20.22499,-0.5249901
-0.6749916,1.900013,-17.424992,0.37501144
1.2750053,2.0250092,-14.049992,-5.27499
-0.07498932,3.2750092,-16.524994,-8.324993
-1.6999893,2.8750114,-15.52499,-1.1249924
1.1444092E-5,3.2000084,-17.324993,-1.349987
1.8000107,2.3000069,-18.824993,-5.0749893
1.5250092,1.275013,-11.824989,-7.7999916
2.0000114,1.6250076,-12.299992,-8.899994
2.7750053,0.12501526,-13.374992,-7.8749886
3.7750092,-0.7999916,-8.924992,-7.649994
2.675003,-4.1749916,-8.074989,-8.499992
0.1000061,-3.02499,-8.099991,-9.874989
-4.3749924,0.3250084,-11.599991,-11.249989
-2.9499931,7.6293945E-6,-14.64999,-1.5249863
-0.37498856,-1.1999931,-14.174988,-5.349991
0.17500687,-0.07499313,-13.549992,-5.3749886
1.0250092,0.10000992,-10.499989,-3.899994
-0.9999924,0.8500099,-6.89999,-0.024990082
-0.099990845,1.6250076,-3.7999878,-2.3749924
3.5750122,-0.4249916,-3.0999908,-2.524994
7.4500084,0.05001068,-4.224991,-6.1999893
4.97501,-0.8249893,-4.8499947,-2.3249931
2.60001,-1.8999901,-7.5999947,-0.87498856
1.4250069,0.7500076,-6.4499893,-1.3999901
1.7000084,3.5250092,-0.07498932,-5.14999
2.35001,2.7750053,-5.924988,-2.2499924
2.0750122,2.1250114,-18.874992,-1.8499908
3.3750114,1.9500122,-17.949993,-3.2749863
1.9250107,0.050006866,-17.999989,-0.39999008
1.3500099,-0.6749878,-14.449989,-4.2499924
-0.1749878,-0.099990845,-17.94999,-0.3999939
3.7000084,0.67500687,-21.22499,-0.19998932
0.90000916,-1.1499901,-16.89999,-0.6749916
2.72501,-0.32498932,-10.324989,-5.049988
4.8750076,-0.4249916,-9.39999,-5.3749886
5.3250084,-1.8749924,-13.449989,-2.3499908
4.550007,-1.8499908,-11.699989,1.1500092
3.60001,0.62501144,-11.749992,-2.6999931
2.2000084,1.5750084,-14.89999,-4.424988
1.9500084,1.6750069,-16.874989,-6.7499886
2.3000107,3.0000114,-20.07499,-8.52499
-0.22499084,4.525009,-25.024994,-6.6749916
1.7250061,4.0500107,-17.57499,-10.824989
4.075012,1.0750084,-12.724987,-9.674992
4.7000084,-1.2999916,-11.249989,-2.099987
3.7000084,-1.0249863,-9.449989,2.7750092
2.6000137,-0.5249901,-12.099991,-0.9999924
2.850006,-1.2749901,-14.449993,-2.149994
2.2000046,-0.5499878,-13.449989,-4.2249947
2.2750053,0.12501144,-14.749989,-4.2499886
1.1000061,2.6500092,-18.624989,-2.274994
1.5750084,3.9250107,-19.64999,-7.974991
1.9250107,1.3750076,-16.949993,-8.199989
0.25001526,-0.12499237,-16.824993,-3.7249908
-1.8249931,0.8250084,-16.84999,-4.1249924
-5.39999,-1.0749893,-16.699993,-6.1249924
-5.974991,-3.02499,-17.799988,-8.924992
-3.9249878,-0.59998703,-12.52499,-3.2249908
-2.64999,-0.07498932,-10.999989,-5.6249924
-2.6249886,-0.024990082,-13.524994,-9.499996
-1.2749901,-0.8249893,-10.824993,-11.649986
-0.49999237,-0.12499237,-7.8249893,-7.4999886
-1.3249893,-1.1249847,-2.1749916,-6.224991
-0.1749878,-2.9499893,2.2500114,-7.774994
0.6250076,-1.4249916,0.75001144,-8.624992
0.5750084,1.5750046,-4.799988,-8.674992
0.80000687,1.7500114,-6.9249916,-4.6999893
0.52500916,-0.52498627,-8.099991,-2.4249916
0.20000839,-1.6249886,-9.524994,-2.0749931
-0.8999901,-1.0249901,-11.274986,-2.0749893
-1.1249924,-0.22498703,-10.599991,-0.17499542
-5.474991,-1.5499916,-7.7499886,-4.7499886
-3.9249954,0.10000992,-12.224987,-4.9999886
-4.1749916,0.65000534,-13.874992,-3.7249908
-8.674988,-1.7749939,-13.64999,-1.3999901
-7.049988,0.5750122,-8.974991,-0.9249916
-7.6249886,1.2000084,-12.174992,1.9750061
-6.199993,-0.9249916,-12.224991,0.15000916
-4.5749893,-2.9499893,-4.8749924,-4.3499947
-3.7999916,-1.0749893,-2.0999908,-9.099991
-2.8499908,0.35000992,1.4500084,-9.624992
0.7000084,-1.0499916,9.025009,-8.349995
0.12501144,2.0500145,16.325008,-6.649994
-2.4749908,2.3750076,14.075012,-11.824989
-2.4499855,2.2500114,6.6250114,-8.874989
-3.349987,2.3250122,2.97501,-3.7999916
-3.0499916,2.7750092,5.050007,0.10001373
0.97501373,2.4000053,6.3000107,-6.4499893
4.150009,2.60001,4.7500076,-7.474987
4.3500137,0.15000916,-1.4249916,-3.2249908
1.0000076,1.7000084,-0.14999008,2.10001
-0.39999008,3.3000107,1.0500107,-0.9249916
-1.1499901,2.7500114,2.3500137,-3.39999
-1.1999893,1.7250099,-0.024993896,-4.7499886
3.1750069,2.8000107,-1.0999908,-4.9999924
2.1250114,2.7250137,-3.6499863,-6.224991
1.6750069,0.9750099,-3.6749916,-13.474991
0.9750099,0.52500916,-1.4249878,-5.39999
0.10000992,1.525013,4.5000114,-4.3249893
-3.2999916,1.1500092,3.8250122,-2.4249916
-2.02499,2.0000076,5.35001,-2.3499908
-0.59999084,1.2500076,1.1250076,-3.0749893
1.0500107,1.1750107,1.2250099,0.47501373
0.8000145,2.275013,6.3000107,4.075012
0.8750076,2.1250076,11.275009,8.125008
-0.6499939,0.27500916,7.100006,5.2000084
-5.3999863,-1.5749893,5.85001,6.675007
-4.6249924,-2.9499931,5.6250076,4.700012
-6.924988,-5.699993,3.47501,6.1250114
-7.974991,-5.2499924,4.7500114,7.475006
-5.724991,-3.2499886,7.2000084,-0.32498932
-4.774994,-1.6249924,7.025009,-1.7749901
-3.9749908,0.37501526,11.075008,3.3000069
-4.77499,0.6750107,15.100006,4.925007
-2.1999893,0.15000534,11.325008,-0.049991608
0.3250084,0.6250038,10.275009,4.9500084
-1.7749901,1.6000099,9.700012,9.425007
-0.44998932,2.97501,6.150009,10.525009
-0.97499084,4.775009,4.600006,9.225006
-2.89999,3.7750053,4.7000084,0.10000992
-3.8999863,2.7250137,7.775009,0.75001144
-4.849991,2.2000084,4.050007,4.10001
-3.8749924,1.9000092,10.450008,6.125004
-6.6999893,-5.474987,17.55001,4.8000107
-1.1749878,-1.7999916,27.575005,6.575012
-7.224987,-5.2499886,28.100006,1.5250092
-8.299988,-4.89999,22.750004,4.400009
-5.674988,-0.6249924,17.150005,5.6250076
-1.9999924,-1.3749924,19.750008,3.650013
-6.0749893,-2.774994,21.42501,3.47501
0.22500992,-0.9499855,26.625004,5.0750084
1.4500122,-1.5999908,22.375008,4.9250107
-0.5249901,1.025013,15.725014,4.47501
-1.5249901,-0.32498932,17.375008,5.47501
0.5750122,1.0000076,18.175007,4.325012
-0.7499924,3.6250076,23.55001,10.875011
-3.1749878,1.7750092,28.700005,1.6750069
-3.5999908,1.3500061,25.575008,-10.349991
-1.1499939,3.0750122,27.575008,-10.9499855
0.1000061,2.22501,30.700008,-0.024990082
-3.8499908,1.1500092,33.175003,5.7000084
-5.474987,-0.19998932,35.500008,1.3250084
-3.8249931,1.6500092,34.250008,-0.27499008
-1.4499893,4.6250114,34.725006,2.7500076
-1.4999924,2.1750069,37.025005,1.5000114
-7.949993,-2.3249893,39.00001,0.32500458
-4.399994,-0.49998856,30.575005,6.025009
-4.1999893,1.7000084,26.600006,9.250011
0.22501373,1.9000092,25.650005,4.800007
0.62501144,2.2750092,19.700008,3.85001
-0.5249901,2.8750076,13.900009,7.800007
-1.8749886,2.3250084,13.875011,9.450012
-2.5749931,2.85001,14.575008,2.8000107
-1.1749878,3.7000084,16.825012,7.9250107
0.7500076,4.2000084,23.10001,7.525009
1.3000069,2.6250038,22.47501,6.7500114
1.6250076,2.3000107,17.475006,10.800007
-1.4249954,2.5750122,19.500008,16.65001
-4.1999893,-1.099987,28.40001,21.15001
1.1250076,1.3250084,28.450005,15.725014
-0.049991608,1.9000092,30.200005,13.200012
-0.5249939,3.10001,27.625008,15.275009
-2.89999,3.10001,29.200008,16.550007
-1.3249893,3.7500114,29.225006,14.675007
0.9250107,3.3000107,30.400005,19.000011
-1.2749863,2.850006,37.275005,30.725002
-2.6249924,3.6750107,37.625008,17.40001
-2.4249916,3.4500084,40.950005,13.600006
-2.1249924,1.2750092,44.725006,8.150009
-2.02499,3.5500069,41.450005,9.675011
0.10000992,4.2500076,40.300003,13.47501
-0.6499939,2.8000107,37.65,12.125011
1.2250061,2.3250046,30.725006,-17.14999
4.700012,2.9500084,30.050007,-5.799988
2.0500069,2.97501,25.575008,-4.2499886
-3.2249908,-0.34998703,26.825005,-0.62498856
-2.6249924,1.5000114,34.350006,6.8250084
-0.8749924,0.15000916,42.825005,7.1500053
-2.1249924,-0.6499939,34.500004,1.0500069
-1.8499908,-0.24999237,28.775005,-0.19998932
-3.8249931,2.0000114,29.250008,3.1750107
-3.3749924,2.3250122,29.525005,8.525009
-1.4999886,1.7000084,33.70001,5.6250076
-3.52499,2.0750084,32.27501,0.30000687
1.3500099,2.6250114,27.450008,-0.6749878
-2.3749924,0.9500084,26.77501,1.6750107
-0.84999084,1.5500107,25.300007,0.37500763
3.9500084,2.1250076,24.375008,8.550007
4.2500076,0.50001144,24.375008,7.3250084
1.1250114,2.1750107,29.050003,7.425007
0.42501068,4.425007,41.375008,10.150005
2.7750092,4.275009,46.45001,10.500008
4.35001,1.650013,49.80001,6.600006
6.0500107,2.775013,41.400005,5.7500114
5.5750084,1.7500114,42.475006,7.6250076
-0.099990845,2.1750069,38.525005,3.5500107
0.7500076,3.0000076,32.400005,4.550003
1.2000084,3.7500114,30.650005,4.0500107
1.1250076,2.0000076,29.450005,3.150013
-0.19998932,2.6250076,30.675007,4.6750107
-3.5999947,3.60001,39.60001,9.10001
-6.0499916,2.475006,38.525005,9.425003
-3.099987,5.47501,34.100006,8.000011
0.5500107,6.1250114,30.325008,10.400009
1.5000076,3.22501,31.525005,8.550011
-0.2999878,3.5750122,30.200005,13.47501
0.6000061,3.7500114,41.300007,11.35001
4.8750114,3.3250122,43.300003,4.5500107
6.925007,1.0750084,39.725006,6.8000107
6.1250076,3.3000107,38.77501,8.925011
7.175007,1.775013,39.600006,4.85001
6.7500114,1.6250076,32.475002,-1.6499901
0.4750061,0.77500916,27.40001,-0.82499313
0.27500916,3.0750122,27.725006,0.1000061
-3.77499,0.42500687,26.125011,-0.5249901
-0.47499084,3.47501,21.875008,-0.9249916
3.7500114,3.7250137,17.02501,-2.7999878
1.8000107,2.9250107,17.15001,-2.2999916
2.8000107,1.8750114,16.375008,-7.424988
4.0250053,2.8000145,15.275009,3.6750107
3.2500114,1.2250061,20.85001,10.675011
2.9500084,4.3750114,23.900005,18.27501
6.4750137,2.22501,30.450005,27.300007
4.150009,-0.6749916,31.325005,12.575012
-3.774994,1.6500092,27.525002,7.600006
-3.649994,5.0500107,27.000008,7.400009
-4.6499863,2.3250122,30.850006,4.60001
-2.724987,4.350006,27.375008,0.42500687
3.6500092,5.275009,22.22501,7.6250076
1.3750038,3.2750092,25.65001,14.325005
-5.0499916,0.9750099,27.350002,17.875008
-4.7999916,3.5000038,29.42501,12.375008
-2.6999893,3.7500114,32.52501,13.425011
-1.3499908,3.85001,33.725006,18.900005
3.3750114,3.2500076,33.20001,24.675007
5.0500107,3.2000084,31.850006,24.625008
3.525013,3.0500069,31.125008,26.475006
2.7000122,3.8000069,35.800007,26.300007
1.6000099,3.7000084,34.90001,20.225014
4.10001,3.1500092,36.625008,32.150005
4.925007,1.1000061,39.85001,29.000008
-0.049991608,-0.099990845,39.275005,5.300007
-0.44999313,2.0250053,45.975002,-1.5249901
1.7750092,3.8000107,45.550003,5.4000053
2.2500076,1.6250076,43.02501,2.8750076
-1.1499939,0.7000122,43.725006,1.8000107
0.6000061,3.0250092,35.250008,5.950012
3.7500076,0.92500687,33.075005,6.900013
-3.7499924,-0.24999237,36.925007,7.60001
-3.4499893,3.7000084,40.050007,11.250008
4.22501,4.350006,45.750008,6.525009
4.775009,2.5750084,43.20001,14.60001
0.90000916,2.400013,45.850006,14.525009
-6.724991,3.3250122,45.175007,10.10001
-4.5499916,5.60001,44.57501,16.600014
-0.32499313,5.60001,49.27501,13.425007
-3.8749886,1.7000122,40.825005,9.925007
-5.924988,1.9000092,35.150005,12.250011
-0.72499084,5.5750084,36.000008,13.97501
4.4500084,3.2500114,35.425007,16.02501
6.1250076,2.3000069,33.500008,12.125011
6.2500114,0.25001144,30.425007,17.625011
1.4750061,0.47500992,36.525005,21.050007
1.2000084,2.8250084,33.975006,21.92501
3.2000084,3.0000076,39.775005,26.000008
0.42501068,2.350006,42.700005,21.950008
4.100006,6.0500107,40.550007,18.125008
7.0000076,1.9500084,38.300007,9.750008
5.925007,1.7500114,32.825005,10.650009
5.600006,0.17501068,41.20001,15.35001
1.3500099,-0.44998932,43.400005,11.275009
3.60001,1.5750084,48.925007,12.60001
2.9000053,0.27500916,50.725006,11.075012
-0.14999008,-0.19999313,46.775005,4.8750114
-2.6749916,2.0750084,41.125004,-3.9499931
3.5000076,4.525009,37.87501,3.100006
3.22501,3.6500092,35.625008,12.600006
3.1750107,5.2000046,41.775005,10.35001
5.525009,1.6750069,35.050007,5.97501
4.60001,0.6750107,36.325005,-3.52499
2.6500053,1.3750038,32.875008,-5.1249886
3.5000076,3.1250114,33.57501,-2.3499908
2.5750122,3.600006,28.525005,3.225006
6.4250107,0.20000839,32.425003,5.225006
7.2000084,-0.7999916,31.550003,5.175007
7.3000107,-2.77499,30.750004,10.850006
1.4250107,-1.7999878,32.750004,9.400013
-3.1749916,-1.0999908,27.800007,1.8750076
0.45000458,3.6500092,32.000004,2.5500069
5.7750053,1.1000099,30.875004,2.6250076
0.17500687,1.6750069,27.27501,-2.599987
3.8000069,2.7500114,25.475006,2.350006
4.6000137,2.275013,28.150005,4.3250084
5.5750046,2.6250114,24.625011,1.7250099
7.550007,0.25001144,26.950005,3.050003
8.425011,-0.6749878,28.675003,2.4250069
9.425011,-1.5999908,24.700005,-0.77498627
6.225006,-0.8249893,19.800007,2.0750084
2.100006,3.3750076,21.125008,6.825012
2.4500084,4.72501,24.075012,12.100006
1.9250107,4.650009,33.52501,15.550007
-0.2999916,4.575012,36.225006,10.60001
3.2500114,6.5000114,35.900005,14.075008
5.825012,4.22501,35.875008,9.97501
4.9500084,1.4750099,34.300003,5.3750076
4.900009,2.0500107,26.40001,8.800007
2.5250092,1.5000076,25.17501,9.300011
0.8250084,2.5000114,28.77501,10.425011
5.050007,4.850006,34.975006,8.600006
2.1750107,4.325012,23.975006,-0.2999878
1.9000092,5.575012,18.27501,0.6000099
6.22501,2.0750084,13.725014,6.9500084
5.800007,1.1500092,18.90001,9.550011
5.2500114,-0.1749878,25.600006,12.525009
4.900009,0.52500916,29.150005,10.275009
-1.0999908,-2.8499908,28.100002,5.100006
-5.52499,-0.5749893,21.30001,5.900009
-3.7249947,-1.2999878,20.150005,3.3250084
-2.7499924,0.20000839,27.250004,4.0000076
-2.9999924,0.8250046,26.750008,3.225006
-4.2499886,0.8750076,20.72501,6.6250114
-4.549988,1.0250053,13.425011,4.85001
-4.399994,-0.12499237,12.250008,5.4500084
-0.99998856,0.07500839,12.200005,2.3750076
-1.2249908,0.17501068,11.325005,2.525013
0.07500839,1.0750084,12.000011,2.4250069
3.5250092,2.6500092,13.300011,-0.34998703
3.5250053,-0.07499313,13.750008,-1.9749908
2.8750076,-0.84999084,8.875011,-3.2249908
5.22501,0.25000763,6.200012,-3.14999
3.5750084,0.65001297,3.6250076,-0.72499084
0.02501297,0.92500305,1.3000107,5.075012
-1.8999939,0.65000916,2.3750114,4.850006
-4.0749893,0.5500107,3.3000069,4.150013
-0.37499237,2.1500092,8.025005,3.5250092
3.7500076,3.0000076,12.300007,1.1000099
1.2500076,1.8000107,14.625015,2.3750076
0.12501144,3.5000076,11.175007,2.600006
2.6750107,2.3750076,9.300007,3.8500137
3.9500084,2.0500069,10.425011,6.3000107
4.22501,0.65001297,15.000008,-4.974991
3.9000092,-1.1499901,11.875008,-13.324989
2.1500092,0.025009155,7.400009,-8.624989
5.0500107,-0.74998856,6.72501,-6.7499924
6.775009,-1.1749916,3.6500053,-6.4999886
8.3000145,-0.19998932,0.17501068,-5.224987
7.2500114,1.5000076,1.1250114,-7.1249886
4.35001,0.6750145,-1.1999893,-1.0499878
3.8000069,1.5000076,2.72501,-4.174988
3.0250092,-2.6249924,6.025009,-6.39999
0.77500534,-4.1249924,8.025009,-5.5749893
2.5750084,-1.099987,0.9500122,-8.14999
3.3250084,1.9250107,1.3250084,-9.024994
2.9500084,3.0500069,-0.62498856,-4.2499924
3.7750053,2.7250137,-5.299988,0.92500687
5.400013,0.8250084,-6.074993,-0.59999084
5.60001,-1.5249939,-10.249989,0.8250046
2.2500076,-3.1999893,-12.424992,0.90000916
-1.8999939,-3.77499,-9.124992,-0.59999084
-2.9249916,-1.8749886,-7.52499,-4.7499886
-0.22499084,0.9500122,-1.7249908,-1.7749939
1.8000107,2.5000114,-3.27499,-3.7499886
1.5250092,1.6500092,-8.824989,-2.7249908
2.8750076,1.650013,-10.999989,-6.5499916
1.9250069,0.35000992,-15.77499,-7.9249916
5.0250053,-0.024990082,-12.499989,-3.5999908
4.050007,0.27501297,-15.699989,-3.7999916
3.0750046,7.6293945E-6,-9.174988,-8.924988
1.7000084,-1.1999893,-4.7999916,-4.6999893
0.5750084,-6.6749916,-1.4249916,-1.9999886
1.3500099,-4.3749924,-0.22499084,-0.99998856
-0.049991608,1.6750107,-1.9249916,1.1250114
1.3000145,-0.9249916,1.0000114,-2.2999878
