HUM1000,HUM0850,HUM0500
38.500004,33.000004,31.75
35.250004,30.0,51.500008
37.250004,34.5,22.750004
32.75,32.000004,31.0
37.000004,31.75,13.5
45.250008,37.000004,12.0
41.750004,33.000004,18.25
31.500004,26.5,25.0
28.25,22.75,17.75
33.500004,25.75,25.25
30.500004,25.5,17.0
27.25,19.75,15.75
27.25,24.0,25.0
28.500004,24.0,44.250008
25.0,23.75,23.25
31.5,27.5,37.000004
54.500008,57.25001,36.25
76.500015,78.250015,36.75
89.750015,88.500015,37.25
90.000015,83.000015,37.000004
85.250015,73.250015,29.0
96.250015,94.750015,41.250004
95.250015,96.250015,31.500004
93.750015,88.500015,16.25
96.000015,87.000015,46.000008
94.750015,85.750015,31.250004
82.250015,61.250015,35.000004
92.750015,86.000015,13.0
95.250015,85.750015,28.25
94.250015,74.750015,19.0
85.750015,72.000015,22.0
87.500015,75.500015,29.25
88.000015,76.250015,35.750004
82.250015,70.250015,21.500004
63.50001,49.750008,23.0
85.250015,66.750015,33.25
64.500015,44.750004,18.25
51.500008,38.750004,8.75
44.750008,36.500004,6.75
62.50001,51.50001,21.5
83.750015,71.750015,25.750004
98.250015,96.250015,46.250008
93.750015,88.000015,83.250015
94.000015,94.500015,57.500008
92.000015,80.750015,45.250008
90.000015,75.750015,39.500004
94.250015,82.750015,49.000004
89.750015,79.250015,32.5
73.500015,66.000015,21.0
56.250008,45.750004,9.75
62.00001,47.500008,15.5
51.750008,42.750008,33.75
50.500008,43.000008,27.25
56.25001,50.750008,25.25
54.750008,51.750008,16.0
57.25001,53.000008,25.75
52.500008,45.250008,17.25
55.500008,44.000008,29.5
78.500015,65.500015,47.000008
91.750015,80.000015,45.250004
94.750015,82.000015,42.750008
90.500015,78.750015,41.0
85.250015,69.000015,30.75
81.750015,73.250015,44.000004
87.000015,77.250015,25.25
77.750015,65.500015,20.25
80.750015,66.000015,31.75
91.250015,82.250015,35.75
85.750015,79.500015,34.5
79.250015,70.500015,15.5
75.750015,66.750015,18.0
82.250015,64.750015,31.25
92.750015,87.500015,50.500008
99.750015,91.250015,90.750015
98.000015,94.750015,74.000015
96.500015,91.750015,63.250015
88.500015,86.250015,56.750015
78.500015,72.750015,68.000015
79.500015,72.000015,82.500015
94.000015,94.250015,85.250015
86.250015,76.500015,76.250015
94.750015,94.250015,67.000015
96.000015,93.750015,63.000015
94.250015,89.750015,74.500015
93.250015,90.250015,79.250015
97.500015,95.750015,75.500015
90.750015,85.500015,58.000015
81.000015,76.500015,52.25001
83.000015,74.750015,49.500008
88.750015,78.250015,69.750015
90.000015,77.250015,73.500015
97.750015,92.000015,79.750015
95.500015,88.250015,62.750015
91.500015,86.000015,61.750015
82.500015,67.750015,51.25001
89.250015,83.750015,67.500015
97.000015,89.750015,80.500015
90.250015,83.500015,67.250015
84.750015,79.750015,57.25001
89.500015,83.250015,72.000015
85.250015,79.000015,63.750015
75.750015,71.250015,58.500015
78.500015,74.250015,62.000015
84.000015,78.250015,76.500015
82.500015,76.500015,73.750015
90.750015,83.750015,85.500015
87.750015,82.000015,91.000015
87.500015,86.000015,88.500015
90.750015,86.500015,82.500015
85.000015,80.250015,89.000015
91.750015,88.000015,89.750015
95.500015,93.750015,92.500015
98.500015,97.000015,97.750015
97.000015,96.750015,80.500015
94.000015,92.500015,76.750015
97.250015,96.750015,79.000015
94.500015,94.750015,71.250015
95.500015,96.250015,63.750015
95.750015,94.500015,80.750015
96.500015,93.750015,93.500015
95.750015,94.000015,95.250015
92.500015,91.500015,87.000015
91.750015,91.500015,89.250015
94.000015,92.250015,91.500015
91.750015,89.750015,86.500015
94.000015,90.750015,94.250015
95.000015,91.250015,96.250015
90.750015,89.250015,91.500015
90.000015,87.500015,91.250015
91.500015,89.500015,87.250015
94.000015,90.750015,77.750015
95.000015,92.000015,77.250015
95.500015,90.000015,83.750015
93.000015,86.500015,75.500015
92.250015,86.750015,59.000015
92.000015,89.250015,43.750004
89.250015,86.250015,42.500004
87.500015,84.750015,53.000008
85.500015,82.000015,72.500015
91.500015,85.750015,69.250015
94.250015,88.750015,87.000015
93.750015,89.000015,98.000015
99.000015,96.750015,88.000015
96.000015,93.250015,52.500008
93.250015,87.500015,35.0
92.000015,82.500015,56.750015
95.000015,87.250015,65.750015
94.500015,87.000015,63.750015
92.000015,83.500015,73.750015
93.000015,87.500015,89.250015
94.500015,92.000015,91.500015
96.250015,91.000015,86.750015
94.250015,91.500015,55.500015
93.500015,86.500015,45.250004
92.500015,85.500015,66.000015
97.500015,94.750015,84.750015
94.500015,89.750015,74.000015
92.250015,86.500015,69.750015
93.250015,85.000015,78.500015
94.000015,86.500015,87.000015
95.250015,89.500015,71.000015
95.000015,88.250015,47.250008
95.000015,84.250015,48.75001
94.750015,83.000015,55.500015
94.500015,79.750015,45.000004
94.000015,83.000015,41.000004
93.750015,85.000015,57.50001
95.500015,95.250015,66.000015
94.250015,92.000015,65.250015
94.500015,88.250015,61.750015
95.500015,83.000015,72.250015
95.250015,88.500015,79.500015
94.500015,89.250015,60.750015
94.000015,90.000015,60.250015
92.000015,84.250015,71.500015
94.000015,87.250015,88.250015
97.750015,94.250015,92.500015
97.250015,95.750015,89.250015
89.500015,86.500015,89.000015
93.750015,90.500015,80.500015
94.250015,92.000015,74.250015
95.500015,84.750015,79.750015
91.500015,80.250015,84.750015
96.500015,89.750015,81.250015
80.000015,67.750015,77.750015
88.000015,78.000015,89.500015
94.000015,86.500015,92.250015
92.500015,79.250015,62.50001
89.250015,72.250015,43.250008
83.500015,67.750015,38.5
74.500015,63.500015,46.750008
85.750015,75.750015,55.75001
92.000015,90.250015,86.500015
94.000015,94.250015,82.000015
95.000015,91.750015,55.750015
94.000015,88.250015,52.500008
91.000015,80.000015,56.50001
92.500015,83.250015,35.5
92.000015,89.250015,6.25
93.750015,90.500015,16.5
92.250015,88.500015,41.500004
94.000015,91.500015,30.5
95.500015,92.500015,17.0
93.500015,86.250015,23.75
93.750015,91.000015,68.000015
86.250015,78.000015,78.250015
82.250015,72.000015,60.000015
84.750015,75.500015,27.0
80.500015,74.750015,12.75
81.500015,74.750015,13.25
78.250015,72.000015,23.0
81.500015,70.250015,31.75
82.000015,71.500015,23.75
90.000015,91.250015,47.750004
98.750015,99.000015,78.750015
95.250015,95.250015,70.500015
93.500015,89.750015,60.500015
93.500015,92.000015,46.750008
90.500015,86.500015,44.50001
93.750015,85.750015,55.75001
94.000015,94.000015,61.250015
94.250015,87.750015,54.25001
94.000015,90.250015,59.250015
92.500015,89.500015,57.50001
92.500015,85.500015,42.750008
95.250015,92.500015,50.00001
96.000015,94.750015,67.250015
94.000015,94.250015,77.000015
93.000015,92.000015,62.750015
88.000015,84.000015,34.75
86.500015,81.500015,34.0
84.750015,78.750015,30.75
79.000015,73.750015,40.0
84.000015,74.250015,50.750015
83.500015,75.500015,36.75
83.000015,76.000015,31.0
85.750015,86.000015,28.5
84.250015,84.750015,28.0
93.250015,91.750015,35.5
93.250015,85.250015,46.750008
99.500015,99.250015,55.750015
95.000015,94.500015,78.250015
90.250015,82.750015,55.000008
88.750015,79.000015,34.5
83.250015,73.000015,3.5
80.500015,71.000015,1.5
71.500015,63.500015,0.25
71.500015,64.250015,12.5
81.750015,72.000015,42.250008
83.250015,81.500015,57.500015
81.250015,81.750015,61.000015
77.750015,74.500015,52.75001
79.000015,73.000015,40.250004
75.000015,71.750015,14.75
82.000015,83.000015,22.75
83.750015,78.500015,37.5
87.750015,86.500015,36.0
89.250015,93.500015,39.25
88.000015,90.000015,37.25
88.750015,91.000015,20.75
78.250015,85.500015,24.75
74.250015,77.500015,93.250015
81.750015,80.750015,71.250015
69.750015,63.750015,49.000008
68.000015,57.000015,30.0
71.500015,60.250015,16.25
84.750015,84.500015,13.25
90.250015,92.750015,17.5
87.750015,87.750015,38.5
76.000015,68.500015,46.000008
75.000015,66.000015,31.0
67.500015,60.00001,41.250008
91.500015,92.250015,35.500004
93.500015,95.000015,5.5
95.750015,95.750015,12.5
96.250015,94.750015,25.5
91.500015,92.500015,18.5
89.750015,85.750015,8.75
83.500015,86.500015,12.75
74.250015,73.250015,13.0
67.000015,63.000015,15.0
71.000015,67.000015,12.5
62.75001,58.75001,11.75
51.500008,56.25001,13.25
53.75001,48.500004,6.0
54.75001,50.000008,13.25
70.500015,66.250015,17.25
74.250015,72.500015,4.5
73.000015,71.000015,6.5
68.000015,65.000015,32.750004
66.250015,64.250015,0.75
65.500015,60.000015,1.75
69.000015,65.250015,3.75
67.500015,55.50001,3.25
67.500015,58.250015,21.5
78.750015,79.750015,16.25
89.750015,89.750015,19.5
89.500015,90.250015,26.0
87.500015,85.750015,11.0
82.750015,81.000015,11.25
83.500015,81.500015,10.25
82.250015,83.500015,9.0
90.000015,90.000015,37.000004
87.750015,87.250015,23.250004
83.000015,79.250015,4.75
76.750015,66.500015,6.5
77.500015,70.250015,6.75
71.750015,68.500015,7.5
75.500015,70.000015,13.75
79.250015,82.250015,23.5
84.500015,90.500015,24.5
96.000015,97.000015,35.500008
94.500015,96.000015,31.500004
89.750015,90.500015,36.25
89.750015,93.500015,15.75
86.750015,89.500015,11.0
81.750015,81.500015,39.000004
87.500015,89.750015,31.000004
77.500015,74.000015,13.0
77.000015,73.000015,11.75
89.000015,89.000015,21.5
90.250015,88.750015,31.000004
75.250015,69.250015,10.0
50.000008,39.750004,5.0
48.000008,34.25,5.25
55.750008,41.500004,3.25
50.250008,44.250008,4.25
56.750008,50.000008,6.5
78.000015,81.000015,17.5
91.250015,92.750015,39.750004
93.750015,89.250015,10.25
71.000015,60.75001,2.25
49.500008,31.75,7.75
62.00001,56.50001,10.75
57.000008,64.500015,26.5
57.50001,63.250015,66.750015
60.25001,63.500015,43.500008
67.500015,73.750015,51.500008
67.500015,72.000015,19.75
66.250015,65.250015,12.25
58.750008,56.75001,13.25
49.500008,46.250008,28.75
66.000015,68.000015,29.0
77.250015,75.250015,47.750008
77.000015,76.500015,23.25
81.250015,82.000015,12.75
82.500015,78.500015,20.250004
69.000015,70.500015,7.75
46.750008,41.250004,17.0
61.250008,57.75001,11.75
72.000015,76.750015,6.25
88.250015,94.750015,5.75
89.000015,96.500015,16.0
71.500015,74.750015,24.75
51.000008,45.750004,6.75
44.750008,37.75,13.25
36.750004,31.0,12.5
30.500004,23.25,14.25
57.750008,53.000008,29.5
91.000015,95.000015,32.5
88.000015,86.250015,62.000015
71.250015,67.250015,27.250004
73.500015,69.000015,10.0
55.750008,52.500008,12.5
47.000008,35.750004,8.0
31.750004,26.0,5.0
29.750004,20.75,9.0
30.0,26.75,4.75
26.5,23.0,1.5
28.25,23.0,6.5
40.250004,36.750004,7.25
36.500004,35.000004,8.5
35.500004,34.0,16.25
35.000004,33.25,31.25
81.750015,77.000015,22.0
67.500015,62.250015,10.25
31.750004,25.750004,4.5
19.75,18.5,4.75
25.25,24.75,9.75
28.75,25.25,8.0
40.250008,37.000004,10.5
78.000015,83.500015,13.25
90.750015,90.000015,21.0
78.250015,66.000015,43.250008
55.000008,47.500008,12.75
34.500004,30.000004,12.0
43.000008,43.750004,13.5
76.750015,68.250015,32.500004
85.000015,79.000015,14.0
91.500015,92.250015,18.0
95.000015,91.000015,13.5
86.250015,78.750015,9.25
82.000015,74.500015,9.25
86.500015,85.000015,13.75
94.250015,93.250015,36.250004
98.750015,96.250015,50.500008
94.250015,90.500015,30.750004
94.500015,90.500015,87.250015
92.750015,89.250015,71.000015
87.750015,87.000015,57.500015
89.500015,87.250015,58.00001
72.750015,63.000015,13.25
51.250008,45.750008,7.75
56.000008,53.250008,14.25
73.000015,75.000015,32.750004
92.250015,94.500015,83.000015
89.750015,88.750015,54.750008
56.500008,49.250008,21.5
47.250008,39.250008,36.250004
51.500008,46.750008,10.75
55.750008,51.250008,22.25
58.750008,55.750008,26.5
60.50001,56.75001,15.5
55.500008,52.750008,13.25
51.000008,50.500008,24.25
54.000008,51.500008,19.5
85.500015,84.250015,36.750004
95.250015,97.500015,90.500015
89.500015,90.500015,82.750015
77.750015,76.500015,79.250015
80.750015,74.000015,58.750015
86.000015,82.500015,47.000008
71.250015,65.500015,27.25
66.250015,60.00001,20.0
90.500015,86.500015,39.500004
94.750015,95.750015,60.500015
99.000015,98.000015,63.750015
97.500015,98.750015,67.500015
98.750015,96.750015,78.000015
79.750015,70.750015,41.250004
68.750015,55.250008,55.00001
61.75001,59.25001,86.250015
78.750015,77.250015,88.750015
94.250015,96.000015,69.000015
92.500015,93.250015,57.00001
88.500015,87.000015,60.000015
83.250015,80.500015,60.250015
71.500015,62.000015,50.00001
88.000015,76.000015,53.75001
90.000015,86.500015,73.250015
93.750015,92.750015,85.500015
96.000015,96.000015,83.500015
93.250015,91.750015,70.000015
95.500015,87.500015,91.000015
96.250015,91.000015,76.750015
93.750015,88.250015,73.250015
96.750015,93.250015,75.250015
99.500015,99.750015,80.750015
98.000015,98.250015,86.000015
98.500015,97.750015,87.250015
95.750015,94.250015,72.000015
96.250015,90.500015,68.500015
91.750015,81.500015,74.250015
96.000015,85.000015,74.750015
91.250015,79.750015,68.000015
92.500015,85.000015,53.750015
91.000015,85.000015,59.750015
88.500015,71.000015,64.000015
89.250015,75.750015,57.00001
93.250015,82.250015,51.500015
94.750015,90.500015,77.500015
96.000015,95.000015,88.500015
93.750015,88.250015,74.000015
92.750015,88.250015,66.750015
94.500015,87.000015,66.250015
95.000015,89.000015,66.000015
93.750015,87.500015,56.750015
94.250015,82.500015,44.50001
93.500015,84.500015,53.75001
97.250015,90.750015,79.500015
95.000015,90.750015,57.250015
95.250015,89.500015,60.750015
92.000015,87.750015,77.500015
91.750015,90.000015,81.000015
93.500015,89.000015,86.500015
96.750015,93.750015,81.750015
93.000015,90.500015,82.500015
95.750015,92.250015,71.250015
96.000015,92.500015,47.000004
95.250015,88.250015,42.500004
90.750015,85.250015,43.750008
90.750015,83.250015,47.50001
92.750015,85.250015,55.25001
95.500015,86.500015,63.250015
95.250015,90.500015,53.00001
94.500015,87.500015,53.00001
93.000015,88.500015,60.250015
94.500015,88.250015,60.250015
92.500015,85.750015,60.750015
92.000015,85.500015,69.500015
90.750015,85.750015,87.500015
92.250015,88.500015,94.750015
95.750015,91.000015,94.000015
95.250015,91.500015,89.500015
93.750015,89.000015,70.750015
96.000015,91.250015,56.50001
94.500015,90.000015,67.000015
95.000015,91.250015,71.750015
95.750015,89.250015,82.500015
94.250015,89.500015,77.000015
97.750015,90.000015,75.000015
90.250015,82.250015,68.500015
91.750015,86.250015,71.000015
91.500015,85.500015,79.250015
95.500015,87.250015,84.000015
95.000015,89.750015,70.250015
97.250015,89.000015,52.50001
95.000015,87.750015,69.750015
94.000015,88.250015,69.250015
95.500015,85.750015,53.750015
91.250015,84.750015,41.500004
90.750015,86.500015,48.00001
93.750015,85.750015,49.250008
98.000015,87.250015,70.750015
94.500015,88.250015,74.750015
96.000015,90.250015,77.000015
95.500015,90.000015,69.250015
94.250015,90.750015,59.250015
93.500015,87.500015,47.000008
96.500015,91.750015,70.500015
93.750015,89.000015,66.750015
93.250015,85.750015,69.250015
96.500015,86.750015,64.750015
96.750015,89.250015,63.500015
95.250015,89.000015,73.000015
95.250015,91.500015,81.500015
96.000015,89.750015,84.500015
98.000015,92.250015,88.000015
96.250015,89.250015,71.250015
97.500015,90.750015,69.000015
96.750015,93.250015,64.250015
95.000015,87.750015,59.750015
93.250015,84.250015,55.00001
90.250015,81.500015,72.500015
96.500015,92.250015,79.500015
93.750015,90.750015,74.500015
95.250015,90.250015,78.750015
96.500015,90.500015,81.750015
97.750015,88.750015,90.000015
99.000015,94.000015,86.250015
96.750015,91.000015,90.750015
96.750015,88.500015,87.500015
97.250015,88.000015,89.250015
98.250015,92.500015,89.250015
98.750015,94.500015,83.500015
94.500015,87.500015,75.000015
94.000015,84.250015,85.000015
97.250015,91.750015,74.250015
94.000015,87.250015,56.00001
91.250015,83.500015,53.00001
92.000015,81.250015,58.500015
94.500015,91.500015,70.750015
94.750015,91.000015,56.00001
94.750015,85.250015,61.000015
95.750015,84.000015,66.250015
95.500015,88.750015,51.500008
93.500015,84.750015,51.75001
90.250015,77.750015,58.50001
93.000015,86.500015,72.750015
88.500015,82.000015,71.500015
86.250015,77.750015,66.000015
91.250015,82.250015,65.000015
94.000015,86.750015,64.250015
95.000015,91.000015,75.750015
95.000015,93.750015,64.500015
95.000015,93.750015,79.750015
95.750015,91.000015,75.250015
87.500015,79.000015,24.25
89.000015,77.250015,13.25
88.000015,81.000015,13.75
92.000015,85.750015,21.5
93.000015,81.000015,37.000004
94.500015,90.500015,53.000008
94.500015,88.750015,62.250015
93.500015,83.000015,45.000004
92.750015,79.250015,33.0
91.750015,78.250015,38.25
94.000015,91.750015,43.750004
93.000015,85.500015,40.5
93.250015,86.250015,50.250008
93.250015,86.250015,47.750008
96.000015,89.250015,45.250008
92.250015,82.000015,40.75
94.500015,81.250015,35.25
98.250015,93.250015,41.000004
94.500015,92.250015,66.500015
96.000015,88.500015,47.250004
93.500015,86.000015,32.5
92.000015,82.500015,44.250004
94.500015,91.750015,73.250015
91.000015,92.250015,77.000015
81.500015,80.250015,50.00001
81.250015,73.750015,36.250004
85.750015,87.750015,76.000015
99.000015,99.500015,70.500015
97.500015,97.750015,59.250015
95.750015,97.000015,54.250015
93.750015,96.000015,50.75001
96.000015,97.750015,70.000015
98.000015,99.000015,89.750015
97.000015,98.750015,87.250015
98.250015,98.750015,86.250015
98.750015,98.500015,79.750015
98.000015,98.000015,81.750015
99.250015,97.500015,89.000015
97.000015,96.000015,86.500015
91.500015,95.250015,86.250015
92.000015,92.750015,90.750015
89.000015,91.500015,76.000015
88.750015,88.750015,70.500015
92.000015,94.500015,65.750015
97.000015,98.500015,67.500015
95.250015,96.250015,37.750004
95.250015,95.750015,54.75001
98.500015,96.000015,34.750004
90.750015,82.250015,4.0
79.000015,68.750015,4.5
83.250015,76.000015,0.75
83.000015,74.250015,5.5
91.000015,86.000015,9.0
91.000015,87.750015,9.75
89.500015,89.500015,11.5
87.750015,84.250015,11.75
87.750015,87.250015,5.25
86.500015,83.250015,8.25
80.750015,79.500015,18.75
80.250015,77.000015,10.0
82.250015,82.750015,7.25
82.250015,81.000015,5.5
85.000015,79.500015,2.75
79.750015,77.000015,10.5
84.250015,81.000015,37.500004
87.500015,92.000015,23.25
81.750015,83.500015,21.75
82.500015,76.750015,13.75
79.500015,73.750015,11.0
74.750015,66.500015,5.75
83.250015,82.250015,12.5
90.250015,92.750015,30.0
91.750015,94.750015,35.000004
91.750015,95.750015,64.750015
92.750015,95.500015,65.000015
91.250015,94.000015,40.750008
84.750015,83.750015,27.0
82.750015,78.000015,59.500015
75.250015,73.250015,51.250015
74.000015,61.750015,11.75
80.750015,80.000015,1.5
90.250015,96.250015,9.5
83.750015,84.250015,19.0
78.500015,78.500015,26.750004
79.250015,81.750015,7.75
73.000015,67.250015,10.75
71.500015,71.000015,12.0
74.750015,71.250015,7.5
67.750015,74.500015,10.25
65.750015,59.000015,13.75
58.00001,54.750008,14.75
51.50001,44.750004,17.75
52.500008,43.250008,27.0
52.000008,42.000004,19.0
53.00001,47.250008,26.25
66.500015,53.75001,23.75
60.250015,57.00001,8.75
65.500015,52.50001,10.5
60.50001,52.00001,4.75
67.750015,59.500015,15.25
76.750015,72.750015,16.5
75.750015,72.500015,24.5
66.500015,60.250015,28.500004
52.250008,41.250004,6.25
35.750004,27.75,29.000004
71.500015,67.750015,63.00001
62.250015,54.500008,17.0
54.75001,43.250008,17.0
53.500008,43.500008,13.25
51.750008,35.500004,16.5
42.500004,29.5,16.75
43.250008,27.5,28.25
46.750008,29.0,12.25
48.750008,30.25,14.5
50.500008,32.5,11.0
53.750008,43.000008,13.5
76.750015,74.750015,16.25
96.750015,99.000015,29.75
95.500015,96.500015,24.25
97.250015,98.500015,23.0
94.750015,95.500015,28.250004
94.500015,89.500015,20.5
85.500015,79.000015,30.5
95.750015,96.000015,10.5
93.250015,94.750015,8.25
85.000015,85.500015,7.5
89.500015,90.000015,12.25
84.750015,91.500015,27.5
74.750015,82.500015,40.750004
80.250015,85.000015,18.25
72.750015,67.250015,13.75
69.750015,63.500015,18.5
68.000015,60.000015,15.5
56.000008,47.250008,12.5
69.500015,70.250015,29.5
71.250015,72.000015,39.250004
71.250015,73.500015,64.500015
82.500015,78.250015,14.250004
71.500015,72.750015,1.75
55.500008,50.250004,7.0
45.000008,37.500004,6.75
48.500008,34.5,10.75
45.500008,34.0,9.5
47.000008,38.750004,18.25
63.500015,66.750015,23.75
82.000015,81.250015,11.0
94.750015,93.000015,20.5
90.000015,81.500015,62.000015
68.750015,61.000015,61.000015
47.500008,41.000008,47.000008
39.750008,36.25,27.25
38.750008,32.25,34.0
38.250008,34.750004,31.75
58.250008,57.75001,49.000008
85.500015,86.250015,81.750015
97.000015,98.250015,85.000015
97.500015,97.000015,84.500015
94.250015,95.250015,44.000008
94.500015,98.250015,52.75001
97.750015,97.000015,21.5
98.000015,89.750015,50.500008
82.500015,71.500015,36.000008
60.25001,52.75001,11.0
47.000008,35.5,9.25
44.500008,36.25,5.75
41.250008,37.000004,6.75
52.000008,51.25001,10.25
75.750015,72.250015,36.5
70.750015,65.500015,22.25
61.750015,55.00001,24.25
47.250008,40.250004,6.75
49.000008,42.750004,20.5
48.000008,41.250004,17.0
40.500004,36.750004,16.0
49.000008,42.250008,11.5
54.000008,48.000004,8.75
43.500004,35.000004,7.0
40.250008,33.0,4.5
49.250008,42.250008,5.0
46.750008,39.750004,4.5
39.750004,35.0,7.5
49.500008,46.500004,6.25
94.000015,94.250015,13.0
93.250015,96.500015,15.25
97.750015,98.750015,40.000004
83.250015,74.250015,76.000015
78.250015,62.500015,84.000015
70.750015,66.250015,89.750015
73.250015,67.750015,79.250015
56.250008,55.750008,18.75
41.500004,38.750004,7.25
31.750004,26.0,9.25
33.0,31.25,15.5
62.25001,55.75001,11.0
82.500015,74.250015,7.25
91.500015,81.500015,8.25
89.000015,75.750015,19.5
83.000015,72.000015,11.0
78.750015,66.500015,12.5
93.250015,85.250015,23.75
94.500015,93.750015,72.000015
93.500015,77.500015,44.250008
77.500015,64.500015,33.750008
67.000015,54.250008,8.5
95.250015,86.750015,32.250004
82.750015,78.750015,52.50001
83.750015,86.750015,37.750004
75.750015,72.750015,71.250015
66.500015,59.75001,34.500004
54.750008,51.500008,30.0
79.000015,71.750015,37.750004
87.500015,79.500015,20.5
83.750015,73.000015,20.75
68.250015,62.750015,10.25
69.000015,67.250015,59.75001
64.500015,56.500008,77.250015
93.750015,85.500015,59.00001
90.500015,86.000015,60.25001
80.750015,72.000015,76.000015
69.750015,62.50001,50.25001
63.00001,55.500008,57.750015
69.750015,59.750008,45.000004
97.250015,92.000015,50.250008
96.250015,91.750015,75.750015
97.000015,86.500015,81.500015
96.750015,85.750015,73.750015
91.000015,84.250015,55.500008
77.000015,69.250015,49.250008
72.500015,61.00001,45.000004
86.000015,75.500015,50.00001
96.500015,89.500015,57.500015
91.750015,85.000015,64.000015
92.000015,85.500015,67.000015
92.750015,90.750015,47.250008
96.000015,94.500015,68.000015
96.250015,91.000015,83.250015
99.000015,99.250015,91.250015
97.500015,97.000015,89.750015
81.750015,71.250015,72.500015
81.000015,70.750015,85.000015
89.500015,87.000015,80.000015
92.250015,92.000015,61.250015
93.750015,93.500015,68.250015
94.500015,91.500015,81.750015
90.250015,89.250015,55.00001
94.250015,91.250015,60.500015
94.750015,89.750015,60.750015
92.500015,85.000015,65.500015
92.500015,83.000015,63.750015
89.750015,82.250015,63.250015
92.750015,86.000015,62.750015
95.750015,88.000015,58.500015
95.000015,95.250015,59.250015
94.000015,94.750015,30.75
92.000015,87.750015,27.5
91.500015,86.250015,28.5
94.500015,88.500015,49.500008
90.750015,86.750015,66.000015
93.000015,88.000015,67.750015
95.000015,91.250015,75.750015
93.000015,89.250015,67.000015
96.750015,93.750015,68.500015
96.000015,93.500015,89.500015
98.500015,98.750015,82.000015
98.000015,97.750015,72.250015
99.750015,99.500015,74.250015
98.000015,98.750015,76.500015
99.250015,99.000015,80.250015
97.000015,97.500015,80.750015
95.000015,90.750015,75.250015
95.000015,90.500015,80.000015
95.750015,87.750015,76.750015
94.750015,88.250015,78.250015
90.250015,87.500015,78.750015
90.250015,88.500015,73.750015
92.250015,90.750015,76.250015
96.250015,92.500015,87.250015
95.500015,93.000015,65.250015
94.250015,90.000015,43.750008
93.500015,86.500015,49.00001
95.250015,88.000015,51.000015
92.250015,84.000015,32.5
87.500015,82.250015,38.0
94.750015,88.250015,47.250008
92.750015,84.250015,66.500015
95.500015,86.250015,66.000015
93.000015,84.500015,61.25001
92.250015,86.750015,74.250015
93.500015,87.750015,89.500015
95.500015,93.250015,83.500015
96.500015,96.500015,77.750015
93.500015,88.750015,60.250015
95.000015,90.750015,51.750015
95.000015,93.500015,54.750015
95.250015,91.000015,62.750015
96.000015,92.000015,62.000015
91.250015,88.500015,55.50001
93.750015,86.500015,62.750015
93.750015,90.250015,77.750015
97.250015,93.750015,81.750015
98.000015,93.750015,88.000015
96.750015,93.250015,87.000015
98.500015,97.250015,93.250015
97.000015,96.750015,85.500015
95.000015,92.500015,73.500015
94.750015,89.750015,60.75001
94.750015,86.750015,25.0
93.500015,84.000015,35.25
96.000015,84.000015,52.750008
91.750015,78.750015,49.000008
91.000015,77.500015,61.500015
95.000015,86.750015,78.000015
93.500015,86.000015,86.250015
88.500015,81.250015,86.250015
87.000015,83.500015,86.500015
95.750015,91.250015,89.500015
94.750015,92.750015,91.250015
96.500015,95.250015,91.500015
95.750015,92.250015,85.000015
96.750015,94.250015,71.750015
95.000015,90.750015,56.500008
95.250015,87.250015,45.750008
94.000015,85.000015,44.250004
92.250015,82.750015,49.00001
92.500015,85.000015,49.75001
95.000015,85.500015,56.250015
95.000015,88.000015,60.250015
95.750015,87.750015,76.000015
96.000015,90.500015,69.250015
95.500015,93.500015,66.500015
94.750015,84.750015,80.250015
95.250015,86.750015,68.750015
88.500015,82.000015,66.750015
82.250015,74.750015,52.250008
82.500015,76.250015,46.250008
86.250015,80.250015,32.25
93.000015,85.500015,35.75
93.500015,82.750015,42.25
94.750015,84.750015,55.500015
93.000015,84.500015,54.00001
96.750015,91.250015,57.000015
94.750015,87.750015,70.000015
94.500015,87.250015,84.000015
93.750015,85.500015,87.750015
95.000015,85.000015,92.750015
93.500015,86.000015,84.000015
94.250015,89.000015,83.250015
94.750015,90.000015,63.750015
95.500015,87.250015,42.250004
96.500015,95.250015,57.500015
93.000015,93.500015,58.500015
91.500015,89.750015,50.50001
91.000015,92.000015,62.500015
91.250015,93.000015,67.250015
93.000015,94.000015,75.750015
90.250015,86.500015,70.000015
79.000015,67.500015,64.750015
75.000015,68.250015,47.750008
78.750015,66.500015,57.000015
76.750015,68.750015,84.750015
86.750015,86.000015,93.250015
98.750015,94.750015,92.000015
98.000015,97.250015,75.750015
95.750015,94.000015,68.000015
94.500015,89.750015,64.000015
92.500015,82.750015,62.250015
92.250015,83.000015,71.750015
91.000015,83.500015,57.75001
91.500015,81.750015,55.25001
95.250015,91.500015,60.750015
97.000015,96.500015,54.75001
94.500015,91.250015,48.50001
95.500015,92.250015,77.750015
95.500015,85.250015,90.000015
93.000015,80.250015,90.500015
94.000015,80.500015,84.500015
97.000015,88.750015,73.250015
99.500015,94.250015,52.25001
97.000015,96.750015,59.50001
95.750015,90.750015,45.750004
92.750015,89.250015,26.25
94.750015,88.250015,36.000004
95.000015,87.000015,49.750004
91.250015,80.250015,52.000015
90.000015,85.250015,56.250015
88.750015,90.000015,55.750015
87.250015,89.500015,67.500015
90.500015,94.250015,79.750015
94.250015,97.000015,71.500015
91.250015,94.000015,62.000015
91.250015,93.500015,68.000015
95.500015,96.000015,72.000015
